symbol	ensembl	entrez
ARHGEF10	ENSG00000274726	9639
TRBC2	ENSG00000276849	NA
Metazoa_SRP	ENSG00000278003	NA
	ENSG00000274542	1139
TRBV8-1	ENSG00000281952	NA
OR2H2	ENSG00000224319	7932
TRBV22-1	ENSG00000282036	NA
TRBV10-3	ENSG00000282340	NA
HCG17	ENSG00000236729	414778
	ENSG00000282460	NA
TRBJ1-1	ENSG00000282078	NA
TRBJ2-3	ENSG00000282371	NA
	ENSG00000281310	NA
	ENSG00000237108	NA
TRBV7-5	ENSG00000282709	NA
HLA-DRB3	ENSG00000230463	3125
TRBJ2-5	ENSG00000282820	NA
	ENSG00000281722	NA
TRBV5-6	ENSG00000282098	NA
MIF-AS1	ENSG00000281335	NA
TRBV12-2	ENSG00000282326	NA
TRBV6-4	ENSG00000282240	NA
	ENSG00000281276	NA
TRBJ1-2	ENSG00000281989	NA
	ENSG00000276906	NA
GSTT2	ENSG00000277897	2953
TRBD1	ENSG00000282253	NA
U6	ENSG00000276847	NA
KIR3DP1	ENSG00000278157	NA
FAN1	ENSG00000276787	22909
TRBJ2-4	ENSG00000282380	NA
TRBV6-2	ENSG00000282719	NA
TRBV30	ENSG00000282297	NA
LILRB4	ENSG00000278279	11006
TRBV12-3	ENSG00000282208	NA
TRBV3-1	ENSG00000282624	NA
TRBV8-2	ENSG00000282529	NA
WBP1LP1	ENSG00000282492	NA
	ENSG00000262517	NA
TRBV6-8	ENSG00000282134	NA
	ENSG00000262640	NA
TRBV29-1	ENSG00000282628	NA
	ENSG00000262802	NA
TRBV6-6	ENSG00000282459	NA
NLRP7	ENSG00000278173	199713
	ENSG00000274968	NA
	ENSG00000281582	NA
TRBV15	ENSG00000282497	NA
KIR2DP1	ENSG00000276503	NA
CHCHD10	ENSG00000273607	400916
KEL	ENSG00000276615	3792
	ENSG00000273538	NA
SCG5	ENSG00000277614	6447
PRPF31	ENSG00000275885	26121
GSTT4	ENSG00000281748	25774
MTMR10	ENSG00000277086	54893
LILRB2	ENSG00000276146	10288
U6	ENSG00000277262	NA
DDTL	ENSG00000275758	100037417
Metazoa_SRP	ENSG00000275257	NA
	ENSG00000282524	NA
KIF5C	ENSG00000276734	3800
KLF13	ENSG00000275746	51621
ZNF251	ENSG00000278062	90987
MMP11	ENSG00000275365	4320
Y_RNA	ENSG00000278470	NA
Metazoa_SRP	ENSG00000277167	NA
	ENSG00000276132	NA
Metazoa_SRP	ENSG00000276152	NA
Metazoa_SRP	ENSG00000273660	NA
U8	ENSG00000275648	NA
Metazoa_SRP	ENSG00000278115	NA
	ENSG00000276253	NA
Metazoa_SRP	ENSG00000278118	NA
Y_RNA	ENSG00000275698	NA
SERPINF2	ENSG00000276838	5345
NDUFA3	ENSG00000277722	4696
	ENSG00000282146	NA
	ENSG00000282619	NA
U6	ENSG00000275752	NA
CNOT3	ENSG00000277615	4849
TRIM26BP	ENSG00000249434	NA
CEP72-DT	ENSG00000280978	NA
LAIR2	ENSG00000275819	3904
NCR3	ENSG00000236315	259197
	ENSG00000280666	NA
CEP72	ENSG00000280688	55722
LRRC37A2	ENSG00000274332	474170
MUC6	ENSG00000277281	4588
SLC9A3	ENSG00000281861	6550
	ENSG00000267954	NA
	ENSG00000278401	NA
GSTT2B	ENSG00000278695	653689
KIR2DP1	ENSG00000278169	NA
LENG1	ENSG00000278257	79165
RN7SL105P	ENSG00000273968	NA
TFPT	ENSG00000276022	29844
	ENSG00000278031	NA
	ENSG00000266488	NA
LENG9	ENSG00000274495	94059
MUC2	ENSG00000278466	4583
	ENSG00000266695	NA
	ENSG00000274144	26121
NLRP2	ENSG00000277060	55655
	ENSG00000264064	NA
RN7SL268P	ENSG00000277187	NA
TSBP1-AS1	ENSG00000235135	414764
TAMM41	ENSG00000279643	132001
DDX39BP2	ENSG00000235809	NA
AGPAT1	ENSG00000236873	10554
	ENSG00000280786	NA
MAPT-IT1	ENSG00000281284	100130148
	ENSG00000280982	NA
	ENSG00000281363	NA
MAPT	ENSG00000276155	4137
	ENSG00000280813	NA
	ENSG00000281785	NA
	ENSG00000281246	NA
	ENSG00000280597	NA
RDH13	ENSG00000278284	112724
	ENSG00000280996	NA
CNOT3	ENSG00000277114	4849
	ENSG00000276983	NA
LINC01238	ENSG00000281213	102723927
GP6	ENSG00000277439	51206
NLRP7	ENSG00000275483	199713
	ENSG00000281519	NA
CDK7	ENSG00000277273	1022
	ENSG00000281099	NA
	ENSG00000281268	NA
LINC02688	ENSG00000281524	101927503
LINC01880	ENSG00000280943	105373979
MARK2P14	ENSG00000266576	NA
NUP210P2	ENSG00000265773	NA
CUBNP2	ENSG00000273495	NA
	ENSG00000278121	NA
AP2A2	ENSG00000281385	161
Metazoa_SRP	ENSG00000266381	NA
	ENSG00000282035	NA
MARCHF8	ENSG00000278545	220972
	ENSG00000288613	NA
CDKN1C	ENSG00000273707	1028
VSTM1	ENSG00000276066	284415
	ENSG00000282156	NA
KIR3DL3	ENSG00000278729	115653
OR6D1P	ENSG00000274650	NA
	ENSG00000274053	9437
	ENSG00000276446	102724323
ANKRD30BP3	ENSG00000275985	NA
HLA-DRA	ENSG00000277263	3122
OR13A1	ENSG00000277495	79290
CARS1-AS1	ENSG00000282355	100852407
	ENSG00000282438	NA
COX6CP18	ENSG00000282441	NA
	ENSG00000275798	56244
ALOX5	ENSG00000275565	240
SLC22A18	ENSG00000276130	5002
KIR2DP1	ENSG00000277286	NA
KIR3DP1	ENSG00000276041	NA
LILRB3	ENSG00000277816	107987462
LILRB3	ENSG00000277816	107987425
LILRB3	ENSG00000277816	102725035
LILRB3	ENSG00000277816	11025
NLRP2	ENSG00000278682	55655
	ENSG00000282061	NA
LILRB4	ENSG00000276042	11006
LINC00588	ENSG00000282106	26138
NLRP2	ENSG00000273992	55655
	ENSG00000282027	286177
	ENSG00000282433	NA
	ENSG00000278363	147798
	ENSG00000282658	NA
Y_RNA	ENSG00000262104	NA
Y_RNA	ENSG00000273770	NA
LINC01606	ENSG00000282395	NA
RNU6-1025P	ENSG00000276186	NA
	ENSG00000280631	NA
MUC20	ENSG00000275501	200958
NLRP2	ENSG00000274638	55655
TSEN34	ENSG00000278712	79042
MBOAT7	ENSG00000274194	79143
CNOT3	ENSG00000274941	4849
MUC20-OT1	ENSG00000280512	NA
U6	ENSG00000278101	NA
SLC22A18AS	ENSG00000274454	NA
GAL3ST2	ENSG00000276126	64090
RPS9	ENSG00000277079	6203
KCNQ1DN	ENSG00000278855	55539
	ENSG00000278443	NA
	ENSG00000280984	NA
NEU4	ENSG00000277926	129807
RPL13AP	ENSG00000224053	NA
MRPS16P3	ENSG00000280782	NA
U2	ENSG00000276711	NA
	ENSG00000275660	NA
U1	ENSG00000275205	NA
	ENSG00000278137	NA
SNORA54	ENSG00000273525	677833
APOL5	ENSG00000277390	80831
PPP1R11	ENSG00000233314	6992
KIR3DL2	ENSG00000275566	3812
TARM1	ENSG00000273875	441864
MROH5	ENSG00000282181	389690
PLEKHM1	ENSG00000277111	9842
GP6	ENSG00000275931	51206
RBFOX2	ENSG00000277564	23543
LENG1	ENSG00000276628	79165
	ENSG00000282477	NA
LINC01300	ENSG00000282594	731779
NDUFA3	ENSG00000276766	4696
	ENSG00000282573	NA
HNRNPA1P38	ENSG00000282315	NA
	ENSG00000273506	9437
PTP4A3	ENSG00000275575	11156
GTF2H2	ENSG00000275045	728340
GTF2H2	ENSG00000275045	2966
OSCAR	ENSG00000278378	126014
RNU6-1207P	ENSG00000275615	NA
TNXB	ENSG00000229341	7148
TRIM15	ENSG00000235259	89870
OR2J3	ENSG00000233636	442186
RPS17P1	ENSG00000228840	NA
	ENSG00000281898	NA
OR5V1	ENSG00000243441	81696
	ENSG00000282746	NA
GPR20	ENSG00000275181	2843
	ENSG00000226109	NA
MICD	ENSG00000230745	NA
	ENSG00000274905	147798
ARHGAP27	ENSG00000276836	201176
OR2G1P	ENSG00000231320	NA
OR14J1	ENSG00000234100	442191
	ENSG00000276275	NA
WASF5P	ENSG00000234980	NA
GPI	ENSG00000282019	2821
	ENSG00000224131	NA
PTMAP1	ENSG00000223851	NA
HLA-V	ENSG00000224736	352962
TMC4	ENSG00000274384	147798
VSTM1	ENSG00000277607	284415
RDH13	ENSG00000276341	112724
OR11A1	ENSG00000237258	26531
	ENSG00000225188	101929006
LY6G6F	ENSG00000239741	259215
KRT18P53	ENSG00000281050	NA
RPP21	ENSG00000241779	202658
RPP21	ENSG00000241779	79897
TSEN34	ENSG00000274078	79042
	ENSG00000280769	NA
KIR3DL3	ENSG00000276196	115653
TMEM183AP1	ENSG00000224241	NA
PPP2R3B	ENSG00000273850	28227
PSORS1C1	ENSG00000231094	170679
RPS9	ENSG00000277359	6203
HLA-T	ENSG00000226727	NA
OR2W1	ENSG00000228652	26692
LINC00685	ENSG00000280741	NA
LINC01237	ENSG00000280686	101927289
PPP1R11	ENSG00000236560	6992
FABP5P13	ENSG00000280935	NA
KRT18P53	ENSG00000280844	NA
	ENSG00000280593	NA
	ENSG00000280532	NA
	ENSG00000281624	NA
MBOAT7	ENSG00000278519	79143
	ENSG00000282472	NA
PPP2R3B	ENSG00000276438	28227
LILRP1	ENSG00000273740	NA
	ENSG00000281410	NA
KIR2DL4	ENSG00000274609	3805
	ENSG00000281625	NA
	ENSG00000281082	NA
	ENSG00000281648	NA
	ENSG00000282428	NA
	ENSG00000282261	NA
FAM240C	ENSG00000281553	285095
LILRB5	ENSG00000277414	10990
KIR3DL1	ENSG00000274036	3811
ERMARD	ENSG00000276187	55780
NLRP7	ENSG00000277179	199713
RTP5	ENSG00000277949	285093
HSPA1L	ENSG00000226704	3305
PDCD1	ENSG00000276977	5133
	ENSG00000280506	NA
MUC4	ENSG00000275164	4585
RPL7P4	ENSG00000226494	NA
TRIM31-AS1	ENSG00000237050	104533120
	ENSG00000237120	NA
PRRT1	ENSG00000238056	100507547
PRRT1	ENSG00000238056	80863
RPL7AP7	ENSG00000233465	NA
LTB	ENSG00000223448	4050
IFITM4P	ENSG00000229942	NA
ZNF90P2	ENSG00000232997	NA
OR11A1	ENSG00000223898	26531
OR2B3	ENSG00000226832	442184
SDHAP2	ENSG00000280912	NA
HLA-G	ENSG00000233095	3135
OSCAR	ENSG00000278533	126014
Metazoa_SRP	ENSG00000276895	NA
GARRE1	ENSG00000282735	9710
OR2B3	ENSG00000231319	442184
LINC01556	ENSG00000231041	NA
MCCD1	ENSG00000225228	401250
	ENSG00000233853	NA
TMPOP1	ENSG00000233700	NA
	ENSG00000228490	NA
FLOT1	ENSG00000223654	10211
PSMB9	ENSG00000239836	5698
MBOAT7	ENSG00000273592	79143
OR2AD1P	ENSG00000236070	NA
KANSL1	ENSG00000275867	284058
UBQLN1P1	ENSG00000223560	NA
FABP5P13	ENSG00000280877	NA
UQCRHP1	ENSG00000238126	NA
OR10C1	ENSG00000230505	442194
	ENSG00000280484	NA
HLA-DQB2	ENSG00000230675	3120
GP6	ENSG00000278670	51206
TC2N	ENSG00000276776	123036
PPP1R18	ENSG00000230341	107987457
PPP1R18	ENSG00000230341	170954
GABBR1	ENSG00000237051	2550
	ENSG00000274045	NA
	ENSG00000282128	NA
LILRA6	ENSG00000274148	79168
TFPT	ENSG00000276263	29844
	ENSG00000278697	NA
	ENSG00000282623	NA
	ENSG00000277783	NA
	ENSG00000273605	NA
	ENSG00000273741	NA
	ENSG00000274651	26121
NEU1	ENSG00000228691	4758
TAF4	ENSG00000280529	6874
KANSL1-AS1	ENSG00000281569	107984142
KANSL1-AS1	ENSG00000281569	644246
	ENSG00000281815	NA
	ENSG00000280735	NA
	ENSG00000281693	NA
CDH4	ENSG00000280641	1002
	ENSG00000281144	NA
	ENSG00000275116	NA
KIR3DL1	ENSG00000275545	3811
	ENSG00000277366	NA
LRRC37A	ENSG00000278742	9884
HCG14	ENSG00000237010	414760
	ENSG00000241124	NA
LILRA5	ENSG00000274914	353514
MAS1LP1	ENSG00000237544	NA
HCG4	ENSG00000228706	NA
SUMO2P1	ENSG00000235666	NA
TARM1	ENSG00000277178	441864
MDC1-AS1	ENSG00000236522	106478956
ZNRD1ASP	ENSG00000196299	80862
	ENSG00000275583	100132285
	ENSG00000278208	NA
LINC02825	ENSG00000276226	NA
	ENSG00000278711	101927531
PPIAP9	ENSG00000230616	NA
SAPCD1	ENSG00000227861	401251
GAPDHP26	ENSG00000282008	NA
SPACA7	ENSG00000275865	122258
LINC00242	ENSG00000280868	401288
TAP1	ENSG00000227816	6890
LINC00574	ENSG00000281305	80069
LRRC37A3	ENSG00000275621	374819
	ENSG00000281249	NA
BAAT	ENSG00000276559	570
	ENSG00000281833	NA
APOM	ENSG00000235754	55937
DYNLT2	ENSG00000275368	6991
LILRB1	ENSG00000274669	10859
SPPL2C	ENSG00000277106	162540
RPS7P11	ENSG00000282052	NA
CES1P1	ENSG00000281948	107987423
CES1P1	ENSG00000281948	51716
	ENSG00000281927	NA
CATSPERB	ENSG00000274338	79820
LINC02210	ENSG00000282171	147081
MCCC2	ENSG00000275300	64087
	ENSG00000282259	NA
TUBGCP3	ENSG00000282003	10426
CES5A	ENSG00000261972	221223
FYTTD1P1	ENSG00000282345	NA
TRMT112P4	ENSG00000282406	NA
PLPPR1	ENSG00000276539	54886
	ENSG00000280906	NA
	ENSG00000275063	102723407
LINC01070	ENSG00000282647	NA
	ENSG00000277856	NA
	ENSG00000280891	NA
	ENSG00000282523	NA
LINC01043	ENSG00000282706	101928752
KANSL1-AS1	ENSG00000282799	107984142
KANSL1-AS1	ENSG00000282799	644246
LINC01044	ENSG00000282737	104266956
CEP170	ENSG00000276725	645455
CEP170	ENSG00000276725	9859
C4B_2	ENSG00000233312	100293534
	ENSG00000282002	NA
MAPK8IP1P2	ENSG00000282351	NA
	ENSG00000275949	107984156
NSFP1	ENSG00000282733	NA
WNT3	ENSG00000277641	101929777
WNT3	ENSG00000277641	7473
	ENSG00000281979	NA
ARMC10	ENSG00000282813	83787
	ENSG00000274175	102723655
DND1P1	ENSG00000282614	NA
MDC1-AS1	ENSG00000231860	106478956
	ENSG00000281982	NA
CHCHD2P2	ENSG00000275346	NA
UBD	ENSG00000226898	10537
	ENSG00000273554	NA
	ENSG00000281336	NA
	ENSG00000275536	NA
SPPL2C	ENSG00000278194	162540
ARHGAP27	ENSG00000276907	201176
GTF2H2C_2	ENSG00000274675	730394
LTB	ENSG00000231314	4050
MAPT-AS1	ENSG00000281578	NA
KIR2DL2	ENSG00000274412	3803
ARL17B	ENSG00000275748	100996709
ARL17B	ENSG00000275748	100506084
ARL17B	ENSG00000275748	51326
TSEN34	ENSG00000274129	79042
RPL23AP95	ENSG00000282063	NA
DPY19L2P2	ENSG00000282026	349152
POLR3GP1	ENSG00000281924	NA
	ENSG00000275869	102723713
	ENSG00000280633	NA
KIR3DL3	ENSG00000278723	115653
	ENSG00000278510	NA
	ENSG00000282311	NA
	ENSG00000273843	NA
	ENSG00000282153	NA
	ENSG00000277836	NA
	ENSG00000282376	NA
	ENSG00000282241	NA
NANOGP7	ENSG00000276238	NA
	ENSG00000282159	NA
BTNL2	ENSG00000226127	56244
U3	ENSG00000274581	NA
	ENSG00000276714	NA
	ENSG00000282493	NA
	ENSG00000282786	NA
DLGAP2-AS1	ENSG00000282020	100507435
LAIR2	ENSG00000277335	3904
DLGAP2	ENSG00000282318	9228
VARS1	ENSG00000231116	7407
TAS2R20	ENSG00000282612	259295
	ENSG00000282675	NA
KIR2DS4	ENSG00000274921	3809
	ENSG00000282363	NA
NSF	ENSG00000278174	4905
SMIM10L1	ENSG00000281930	100129361
LENG8	ENSG00000276458	114823
	ENSG00000281977	NA
NAPEPLD	ENSG00000275723	222236
TAS2R30	ENSG00000274699	259293
KIR2DS4	ENSG00000276634	3809
PRB1	ENSG00000282673	653247
PRB1	ENSG00000282673	5542
CLN8	ENSG00000278220	2055
RDH13	ENSG00000276684	112724
RPS9	ENSG00000274950	6203
TAS2R50	ENSG00000276167	259296
TAS2R19	ENSG00000278307	259294
PRB3	ENSG00000275624	5544
CLN8-AS1	ENSG00000282481	NA
KIR3DP1	ENSG00000274498	NA
KIR3DL2	ENSG00000273911	3812
TAS2R42	ENSG00000273505	353164
TAS2R64P	ENSG00000282079	NA
TAS2R9	ENSG00000273713	50835
PRH2	ENSG00000275679	5555
CES1	ENSG00000262243	1066
TTYH1	ENSG00000276537	57348
	ENSG00000282463	NA
CRYZP1	ENSG00000282789	NA
TAS2R7	ENSG00000274327	50837
MAPK8IP1P1	ENSG00000281283	NA
	ENSG00000282546	NA
HNRNPA1P2	ENSG00000237295	NA
	ENSG00000281188	NA
RDM1P2	ENSG00000281797	NA
	ENSG00000282539	NA
	ENSG00000281562	NA
	ENSG00000281642	NA
STK19	ENSG00000236250	8859
SDHAP2	ENSG00000281334	NA
NSFP1	ENSG00000280810	NA
PRR4	ENSG00000282269	11272
PRR4	ENSG00000282269	5554
LILRB3	ENSG00000275019	107987462
LILRB3	ENSG00000275019	107987425
LILRB3	ENSG00000275019	102725035
LILRB3	ENSG00000275019	11025
STH	ENSG00000281139	246744
	ENSG00000281487	NA
	ENSG00000281364	NA
	ENSG00000281837	NA
	ENSG00000281922	NA
5S_rRNA	ENSG00000283454	NA
Metazoa_SRP	ENSG00000278357	NA
Metazoa_SRP	ENSG00000277055	NA
Metazoa_SRP	ENSG00000278553	NA
MAPT-IT1	ENSG00000282620	100130148
FCAR	ENSG00000274580	2204
	ENSG00000282032	NA
AKT3	ENSG00000275199	10000
MUC20-OT1	ENSG00000282953	NA
CRHR1	ENSG00000278232	104909134
CRHR1	ENSG00000278232	1394
	ENSG00000282491	NA
	ENSG00000281609	NA
	ENSG00000281036	NA
	ENSG00000282727	NA
RN7SKP117	ENSG00000276134	NA
WNT9B	ENSG00000276799	7484
SAPCD1-AS1	ENSG00000236912	NA
	ENSG00000232266	NA
UBDP1	ENSG00000237421	NA
HLA-DPB2	ENSG00000226071	3116
SLC5A8	ENSG00000262217	160728
RNF5	ENSG00000223767	6048
TAS2R31	ENSG00000282256	259290
TAS2R8	ENSG00000277316	50836
MAPT-AS1	ENSG00000282067	NA
TAS2R13	ENSG00000277254	50838
	ENSG00000282325	NA
PRB4	ENSG00000274839	5545
LINC02210-CRHR1	ENSG00000282456	104909134
LINC02210-CRHR1	ENSG00000282456	1394
	ENSG00000282515	105379627
MAPK8IP1P1	ENSG00000282723	NA
	ENSG00000282563	NA
ANO4	ENSG00000262139	121601
LRRC37A4P	ENSG00000282331	NA
TAS2R43	ENSG00000282537	259291
TAS2R43	ENSG00000282537	259289
	ENSG00000282029	NA
	ENSG00000282174	NA
	ENSG00000282361	NA
PRH1	ENSG00000277823	5554
NSF	ENSG00000276262	4905
LSM2	ENSG00000224979	57819
	ENSG00000231960	NA
HLA-DQB1-AS1	ENSG00000238226	106480429
	ENSG00000263114	NA
	ENSG00000277454	NA
U6	ENSG00000261867	NA
	ENSG00000279234	NA
TAS2R10	ENSG00000277238	50839
RPS27P14	ENSG00000274567	NA
TRIM39	ENSG00000226437	56658
TAS2R14	ENSG00000276541	106707243
TAS2R14	ENSG00000276541	50840
RPP21	ENSG00000239927	202658
RPP21	ENSG00000239927	79897
MARVELD2	ENSG00000274671	153562
	ENSG00000282683	NA
LY6L	ENSG00000282693	101928108
TAS2R15P	ENSG00000276217	NA
TAS2R63P	ENSG00000282293	NA
LY6H	ENSG00000274488	4062
TAS2R46	ENSG00000278111	259292
ADAM2	ENSG00000276286	2515
OR2H1	ENSG00000229125	26716
HSPA1A	ENSG00000235941	3303
LINC02904	ENSG00000278812	286122
EGFL8	ENSG00000240389	80864
PLEKHM1	ENSG00000276358	9842
LINC01347	ENSG00000280534	731275
SDCCAG8	ENSG00000276111	10806
BDP1	ENSG00000273873	55814
LST1	ENSG00000230791	7940
	ENSG00000226139	102725019
RXRB	ENSG00000231321	6257
	ENSG00000277961	NA
KIR2DL3	ENSG00000274952	3804
LY6E	ENSG00000278032	4061
	ENSG00000277190	NA
TSEN34	ENSG00000278605	79042
Y_RNA	ENSG00000274754	NA
Y_RNA	ENSG00000275775	NA
Metazoa_SRP	ENSG00000275574	NA
WNT3	ENSG00000277626	7473
BDH1	ENSG00000275544	622
	ENSG00000282336	NA
RPH3AL-AS1	ENSG00000275886	NA
CRHR1	ENSG00000276191	104909134
CRHR1	ENSG00000276191	1394
LILRP1	ENSG00000276447	NA
LILRP2	ENSG00000276976	79166
TUBB	ENSG00000224156	203068
LILRB1-AS1	ENSG00000275274	NA
RPH3AL	ENSG00000282013	9501
LILRB3	ENSG00000274587	107987462
LILRB3	ENSG00000274587	107987425
LILRB3	ENSG00000274587	102725035
LILRB3	ENSG00000274587	11025
TARM1	ENSG00000275806	441864
VSTM1	ENSG00000274887	284415
MTCO2P32	ENSG00000281511	NA
CLIC1	ENSG00000226651	1192
	ENSG00000280841	NA
	ENSG00000281564	NA
LINC01347	ENSG00000280994	731275
LPCAT1	ENSG00000275079	79888
MUC20	ENSG00000276583	200958
RNU6-747P	ENSG00000277580	NA
LENG9	ENSG00000278312	94059
	ENSG00000278409	NA
HLA-V	ENSG00000206507	352962
TSEN34	ENSG00000278622	79042
TSBP1	ENSG00000236672	10665
	ENSG00000236771	NA
MUC4	ENSG00000277585	4585
LINC01015	ENSG00000224446	100507362
MICC	ENSG00000236727	NA
	ENSG00000282357	NA
	ENSG00000282426	NA
HLA-DMB	ENSG00000242092	3109
MAS1LP1	ENSG00000229889	NA
CLPTM1L	ENSG00000274811	81037
ZFP57	ENSG00000223852	346171
NDUFA3	ENSG00000275605	4696
LY6E-DT	ENSG00000282681	NA
	ENSG00000280611	NA
OSCAR	ENSG00000277088	126014
	ENSG00000282490	NA
	ENSG00000281360	NA
ADAM9	ENSG00000282230	8754
AK3P2	ENSG00000282669	NA
	ENSG00000280749	NA
RPL13AP	ENSG00000227961	NA
OCLN	ENSG00000273814	100506658
OR12D3	ENSG00000242022	81797
GSDMD	ENSG00000278718	79792
	ENSG00000282680	NA
HLA-V	ENSG00000229529	352962
GNL1	ENSG00000229470	2794
	ENSG00000282250	NA
LINC01149	ENSG00000226768	101929111
	ENSG00000274101	NA
MCCD1P2	ENSG00000229034	NA
LENG1	ENSG00000277808	79165
PSMB9	ENSG00000243958	5698
LYPLA2P1	ENSG00000217281	NA
HLA-DPA2	ENSG00000234260	NA
HLA-T	ENSG00000232988	NA
RDH13	ENSG00000274418	112724
TRIM40	ENSG00000224496	135644
TSBP1	ENSG00000206245	10665
TMC4	ENSG00000277789	147798
U6	ENSG00000275889	NA
U6	ENSG00000276339	NA
TFPT	ENSG00000278161	29844
	ENSG00000285499	NA
	ENSG00000274434	NA
ADAM32	ENSG00000275594	203102
SERF1B	ENSG00000278839	728492
SERF1B	ENSG00000278839	8293
MAS1LP1	ENSG00000229136	NA
VSTM1	ENSG00000275962	284415
	ENSG00000277707	26121
GNL1	ENSG00000206412	2794
ATAT1	ENSG00000234549	79969
MRPS18B	ENSG00000233813	28973
MCCD1P2	ENSG00000236203	NA
GP6	ENSG00000278316	51206
PSMB8	ENSG00000230669	5696
CCDC125	ENSG00000277868	202243
	ENSG00000281590	NA
LINC01511	ENSG00000281736	100506791
TRARG1	ENSG00000280938	286753
NXN	ENSG00000280563	64359
SLC6A3	ENSG00000276996	6531
	ENSG00000281251	NA
HLA-W	ENSG00000234849	NA
HCG4B	ENSG00000231941	NA
YWHAE	ENSG00000274474	7531
HCG27	ENSG00000234079	253018
ZC3H3	ENSG00000282684	23144
OR12D1	ENSG00000249103	26530
LILRA3	ENSG00000276175	11026
PYCR3	ENSG00000276657	65263
NRM	ENSG00000236843	11270
HCG18	ENSG00000235727	414777
	ENSG00000274039	NA
APBA1	ENSG00000276497	320
	ENSG00000274413	NA
OR2AD1P	ENSG00000225567	NA
AZU1	ENSG00000278624	566
	ENSG00000235668	NA
MAS1L	ENSG00000206470	116511
	ENSG00000275137	NA
	ENSG00000280745	NA
OR2H2	ENSG00000206467	7932
LAIR1	ENSG00000276053	3903
ATAT1	ENSG00000231257	79969
PRTN3	ENSG00000277804	5657
MSH5	ENSG00000233345	4439
NAIPP4	ENSG00000277219	NA
CDC42EP5	ENSG00000273633	148170
ABR	ENSG00000278741	29
	ENSG00000277680	NA
	ENSG00000275311	NA
LINC02197	ENSG00000275192	NA
	ENSG00000282538	NA
MBOAT7	ENSG00000276935	79143
	ENSG00000280235	NA
	ENSG00000276794	NA
PLPPR3	ENSG00000282283	79948
ETF1P1	ENSG00000224108	NA
HLA-P	ENSG00000261134	NA
OR2U1P	ENSG00000237366	NA
	ENSG00000273847	NA
	ENSG00000224925	NA
ARL17B	ENSG00000276276	100996709
ARL17B	ENSG00000276276	100506084
ARL17B	ENSG00000276276	51326
HMGN1P12	ENSG00000274138	NA
ZNF311	ENSG00000223687	282890
EEF1D	ENSG00000273594	1936
	ENSG00000282382	NA
	ENSG00000273909	NA
GPR53P	ENSG00000237811	NA
ABHD16A	ENSG00000231488	7920
DDR1-DT	ENSG00000231444	NA
CFL1P5	ENSG00000275282	NA
MED16	ENSG00000282092	10025
ADAM18	ENSG00000278548	8749
AK6	ENSG00000279247	102157402
BRD2	ENSG00000234704	6046
LINC00533	ENSG00000249032	387055
OR2U2P	ENSG00000226844	NA
LINC01556	ENSG00000237634	NA
PSORS1C1	ENSG00000235487	170679
RPS17P1	ENSG00000232302	NA
OR2J3	ENSG00000232178	442186
	ENSG00000223708	NA
MICA	ENSG00000233051	100507436
ELANE	ENSG00000277571	1991
	ENSG00000277036	NA
	ENSG00000276909	NA
SMN2	ENSG00000277773	6607
SMN2	ENSG00000277773	6606
CFD	ENSG00000274619	1675
MAPT	ENSG00000277956	4137
KIR2DL1	ENSG00000278738	3802
	ENSG00000234092	NA
TRIM26BP	ENSG00000223840	NA
	ENSG00000234063	NA
RPSAP2	ENSG00000249814	NA
	ENSG00000234417	NA
MDC1	ENSG00000234012	9656
PPP1R10	ENSG00000230995	5514
LILRA1	ENSG00000274935	11024
LINC02536	ENSG00000281270	NA
RPL3P10	ENSG00000282698	NA
PTPRK-AS1	ENSG00000280612	NA
MRPS17P5	ENSG00000281841	NA
	ENSG00000281054	NA
	ENSG00000281853	NA
	ENSG00000280814	NA
CCL4L2	ENSG00000282604	9560
PTPRK	ENSG00000273993	5796
HLA-DRB4	ENSG00000227357	3126
PSORS1C1	ENSG00000233439	170679
MRPS36	ENSG00000278461	92259
OR2J3	ENSG00000233618	442186
HLA-W	ENSG00000235144	NA
KIR3DP1	ENSG00000277477	NA
TRIM26	ENSG00000231002	7726
LTA	ENSG00000230279	4049
NEU1	ENSG00000234343	4758
HLA-DPB1	ENSG00000236693	3115
	ENSG00000282763	NA
TARM1	ENSG00000276604	441864
CCL3-AS1	ENSG00000282775	NA
ZFP57	ENSG00000226858	346171
	ENSG00000273656	NA
VSTM1	ENSG00000275330	284415
TBC1D3I	ENSG00000275861	102724862
	ENSG00000274506	NA
	ENSG00000275825	NA
CDH12P4	ENSG00000273935	NA
HCG17	ENSG00000241701	414778
	ENSG00000273799	NA
HCG18	ENSG00000228894	414777
PMCHL2	ENSG00000275396	5370
POLR1H	ENSG00000233795	30834
	ENSG00000276297	107987434
	ENSG00000276297	107987420
Metazoa_SRP	ENSG00000275420	NA
U6	ENSG00000277139	NA
	ENSG00000280514	NA
	ENSG00000229441	NA
MRPS18B	ENSG00000229861	28973
C2	ENSG00000231543	717
LILRB4	ENSG00000275730	11006
OR2J2	ENSG00000226347	26707
IFITM4P	ENSG00000233023	NA
TNXB	ENSG00000236221	7148
LY6G5C	ENSG00000231325	80741
OR2U1P	ENSG00000236918	NA
HCG27	ENSG00000238148	253018
RPL15P4	ENSG00000236273	NA
HLA-DMA	ENSG00000242361	3108
PPT2	ENSG00000168452	9374
OSCAR	ENSG00000273511	126014
